Job Title,Industry,AI Impact,Tasks,AI models,AI_Workload_Ratio,Required Education,Median Salary (USD),Expected Openings (2030),AI Impact Original,Experience Required (Years),Automation Risk (%)
Lead Mechanical Engineer,Information Technology,20,149,997,0.149448345,Master's Degree,104000,1649,20%,3,17.16
Warehouse Clerk,Administrative & Office Support,20,169,1156,0.146193772,High School Diploma,31500,1040,20%,0,17.98
Warehouse Driver,Logistics & Supply Chain,20,158,1088,0.145220588,High School Diploma,31500,1181,20%,3,17.57
Warranty Manager,General Business,20,192,1451,0.132322536,Master's Degree,120000,1151,20%,5,19.21
Yard Laborer,Manufacturing & Labor,20,159,1105,0.143891403,Associate Degree,40500,693,20%,3,17.63
Yard Manager,General Business,20,180,1227,0.146699267,Master's Degree,120000,1062,20%,5,18.39
Yard Supervisor,General Business,20,171,1186,0.144182125,High School Diploma,35000,969,20%,5,18.09
Career Coach,General Business,20,10,60,0.166666667,High School Diploma,35000,1011,20%,3,12.02
Change Management Consultant,General Business,20,8,54,0.148148148,Master's Degree,80000,1130,20%,3,11.79
Employment Consultant,General Business,20,216,1431,0.150943396,Master's Degree,80000,1149,20%,3,19.68
Franchise Consultant,General Business,20,217,1454,0.149243466,Master's Degree,80000,1161,20%,3,19.75
Independent Consultant,General Business,20,294,1860,0.158064516,Master's Degree,80000,1209,20%,3,22.39
Recruitment Consultant,Information Technology,20,288,2310,0.124675325,Master's Degree,80000,1638,20%,3,23.55
Small Business Consultant,General Business,20,260,2020,0.128712871,Master's Degree,80000,1170,20%,3,22.17
Call Center Manager,General Business,20,10,60,0.166666667,Master's Degree,120000,1078,20%,5,12.02
Call Center Supervisor,General Business,20,10,60,0.166666667,High School Diploma,35000,966,20%,5,12.02
Contact Center Manager,General Business,20,10,60,0.166666667,Master's Degree,120000,1123,20%,5,12.02
Customer Experience Manager,Sales & Marketing,20,10,60,0.166666667,Master's Degree,120000,1297,20%,5,12.02
Customer Service Consultant,Sales & Marketing,20,10,60,0.166666667,Master's Degree,80000,1150,20%,3,12.02
Customer Service Director,Sales & Marketing,20,10,60,0.166666667,Master's Degree,120000,1100,20%,8,12.02
Customer Service Trainer,Sales & Marketing,20,10,60,0.166666667,Bachelor's Degree,60000,1432,20%,3,12.02
Customer Success Manager,Sales & Marketing,20,10,60,0.166666667,Master's Degree,120000,1227,20%,5,12.02
Customer Support Specialist,Sales & Marketing,20,10,60,0.166666667,Bachelor's Degree,78000,1252,20%,2,12.02
Communications Specialist,General Business,20,9,57,0.157894737,Bachelor's Degree,78000,1093,20%,2,11.91
Content Creator,Media & Entertainment,20,11,65,0.169230769,High School Diploma,35000,861,20%,3,12.08
Event Specialist,General Business,20,306,1793,0.170663692,Bachelor's Degree,78000,1087,20%,2,22.45
Graphic Designer,Architecture & Engineering,20,372,2526,0.147268409,Bachelor's Degree,60000,1200,20%,3,25.75
Marketing Administrator,Administrative & Office Support,20,488,3153,0.154773232,Bachelor's Degree,60000,1309,20%,3,29.71
Marketing Assistant,Administrative & Office Support,20,488,3153,0.154773232,Associate Degree,40500,1011,20%,0,29.71
Marketing Coordinator,Sales & Marketing,20,492,3169,0.155254023,High School Diploma,35000,1181,20%,5,29.83
Marketing Officer,Administrative & Office Support,20,496,3180,0.155974843,Master's Degree,120000,1190,20%,8,29.94
Marketing Specialist,Sales & Marketing,20,281,2181,0.128839982,Bachelor's Degree,78000,1242,20%,2,23.04
Package Designer,Architecture & Engineering,20,205,1483,0.138233311,Bachelor's Degree,60000,1159,20%,3,19.57
Promotions Coordinator,General Business,20,261,2125,0.122823529,High School Diploma,35000,971,20%,5,22.49
Retail Marketing Manager,Sales & Marketing,20,280,2109,0.132764343,Master's Degree,120000,1135,20%,5,22.81
Social Media Assistant,Administrative & Office Support,20,392,2696,0.145400593,Associate Degree,40500,1036,20%,0,26.62
Social Media Coordinator,General Business,20,402,2716,0.148011782,High School Diploma,35000,1045,20%,5,26.86
Product Assistant,Administrative & Office Support,20,221,1866,0.118435155,Associate Degree,40500,1182,20%,0,20.96
Product Specialist,General Business,20,261,2095,0.124582339,Bachelor's Degree,78000,1198,20%,2,22.4
Project Specialist,General Business,20,244,1720,0.141860465,Bachelor's Degree,78000,1104,20%,2,21.01
Dairy Manager,General Business,20,6,46,0.130434783,Master's Degree,120000,1116,20%,5,11.55
Grocery Clerk,Administrative & Office Support,20,141,1033,0.136495644,High School Diploma,31500,1047,20%,0,17.04
Merchandising Manager,General Business,20,179,1144,0.156468531,Master's Degree,120000,1179,20%,5,18.18
Produce Clerk,Administrative & Office Support,20,104,669,0.155455904,High School Diploma,31500,955,20%,0,15.42
Retail Assistant,Administrative & Office Support,20,220,1135,0.193832599,Associate Degree,40500,1208,20%,0,19.12
Retail Associate,General Business,20,221,1178,0.187606112,High School Diploma,35000,904,20%,3,19.22
Retail Clerk,Administrative & Office Support,20,221,1139,0.194029851,High School Diploma,31500,1067,20%,0,19.15
Retail Operations Manager,General Business,20,260,1896,0.137130802,Master's Degree,120000,1027,20%,5,21.81
Retail Supervisor,General Business,20,241,1727,0.13954835,High School Diploma,35000,993,20%,5,20.97
Sales Assistant,Administrative & Office Support,20,266,1721,0.154561302,Associate Degree,40500,1179,20%,0,21.46
Store Assistant,Administrative & Office Support,20,210,1097,0.191431176,Associate Degree,40500,1191,20%,0,18.81
Store Associate,General Business,20,208,1094,0.190127971,High School Diploma,35000,1084,20%,3,18.76
Store Clerk,Administrative & Office Support,20,208,1094,0.190127971,High School Diploma,31500,914,20%,0,18.76
Store Supervisor,General Business,20,221,1317,0.167805619,High School Diploma,35000,1059,20%,5,19.51
Vendor Manager,General Business,20,209,1480,0.141216216,Master's Degree,120000,1123,20%,5,19.65
Construction Apprentice,General Business,20,5,40,0.125,High School Diploma,35000,916,20%,3,11.46
Construction Laborer,Manufacturing & Labor,20,5,40,0.125,Associate Degree,40500,704,20%,3,11.46
Construction Project Coordinator,General Business,20,6,46,0.130434783,High School Diploma,35000,1002,20%,5,11.55
Construction Project Manager,General Business,20,6,46,0.130434783,Master's Degree,120000,1001,20%,5,11.55
Construction Worker,General Business,20,5,40,0.125,High School Diploma,35000,990,20%,3,11.46
Drywall Finisher,General Business,20,39,433,0.090069284,High School Diploma,35000,934,20%,3,12.99
Field Operator,Manufacturing & Labor,20,114,887,0.128523112,Associate Degree,40500,718,20%,2,16.06
Framer,General Business,20,41,439,0.093394077,High School Diploma,35000,1016,20%,3,13.07
Installation Technician,Information Technology,20,163,987,0.16514691,Associate Degree,45000,1527,20%,2,17.49
Lineman,General Business,20,100,612,0.163398693,High School Diploma,35000,1064,20%,3,15.24
Lineman Apprentice,General Business,20,98,609,0.16091954,High School Diploma,35000,988,20%,3,15.17
Pipe Welder,General Business,20,102,1051,0.097050428,High School Diploma,35000,1019,20%,3,16.15
Plant Worker,General Business,20,109,1164,0.093642612,High School Diploma,35000,984,20%,3,16.62
Claim Adjuster,General Business,20,7,46,0.152173913,High School Diploma,35000,933,20%,3,11.79
Claims Assistant,Administrative & Office Support,20,7,46,0.152173913,Associate Degree,40500,1077,20%,0,11.79
Claims Processor,General Business,20,7,46,0.152173913,High School Diploma,35000,1083,20%,3,11.79
Health Insurance Agent,Healthcare,20,256,1544,0.165803109,High School Diploma,35000,1897,20%,3,20.8
Health Insurance Specialist,Healthcare,20,269,1663,0.161755863,Bachelor's Degree,78000,1953,20%,2,21.37
Insurance Agent,Insurance,20,211,1490,0.141610738,High School Diploma,35000,1000,20%,3,19.72
Insurance Assistant,Administrative & Office Support,20,207,1473,0.140529532,Associate Degree,40500,993,20%,0,19.59
Neurodiagnostic Technologist,Information Technology,20,147,969,0.151702786,Bachelor's Degree,60000,1950,20%,3,17.06
Nuclear Pharmacist,General Business,20,143,939,0.15228967,High School Diploma,35000,971,20%,3,16.9
Nutritionist,Information Technology,20,147,980,0.15,High School Diploma,35000,1369,20%,3,17.08
Occupational Therapy Aide,General Business,20,146,957,0.152560084,High School Diploma,35000,1017,20%,3,17.01
Occupational Therapy Assistant,Administrative & Office Support,20,152,992,0.153225806,Associate Degree,40500,1016,20%,0,17.23
Oncology Pharmacist,General Business,20,150,946,0.158562368,High School Diploma,35000,939,20%,3,17.09
Ophthalmic Assistant,Administrative & Office Support,20,165,961,0.17169615,Associate Degree,40500,1148,20%,0,17.49
Ophthalmic Technician,Information Technology,20,171,1364,0.125366569,Associate Degree,45000,1613,20%,2,18.53
Optometric Assistant,Administrative & Office Support,20,160,955,0.167539267,Associate Degree,40500,1005,20%,0,17.35
Optometrist Assistant,Administrative & Office Support,20,146,898,0.162583519,Associate Degree,40500,1206,20%,0,16.9
Orderly,General Business,20,103,731,0.140902873,High School Diploma,35000,1090,20%,3,15.47
Pacu Rn,General Business,20,146,893,0.163493841,High School Diploma,35000,984,20%,3,16.89
Paramedic,General Business,20,109,714,0.152661064,High School Diploma,35000,1056,20%,3,15.62
Patient Care Manager,General Business,20,183,1082,0.169131238,Master's Degree,120000,1018,20%,5,18.15
Patient Care Technician,Information Technology,20,177,1150,0.153913043,Associate Degree,45000,1571,20%,2,18.15
Patient Navigator,General Business,20,195,1133,0.172109444,High School Diploma,35000,967,20%,3,18.53
Patient Sitter,Information Technology,20,97,648,0.149691358,High School Diploma,35000,1485,20%,3,15.18
Patient Transport,General Business,20,128,819,0.156288156,High School Diploma,35000,954,20%,3,16.3
Patient Transporter,General Business,20,129,819,0.157509158,High School Diploma,35000,1011,20%,3,16.33
Pediatric Physician Assistant,Administrative & Office Support,20,154,922,0.1670282,Associate Degree,40500,1068,20%,0,17.15
Personal Care Attendant,General Business,20,130,935,0.139037433,High School Diploma,35000,991,20%,3,16.57
Pharmaceutical Sales,Sales & Marketing,20,206,1185,0.173839662,High School Diploma,35000,1101,20%,3,18.89
Pharmacist,General Business,20,133,1367,0.097293343,High School Diploma,35000,1030,20%,3,17.72
Psychiatric Aide,General Business,20,121,1365,0.088644689,High School Diploma,35000,1059,20%,3,17.45
Psychiatric Technician,Information Technology,20,124,1368,0.090643275,Associate Degree,45000,1507,20%,2,17.52
Registered Behavior Technician,Information Technology,20,126,1099,0.114649682,Associate Degree,45000,1621,20%,2,16.84
Registered Respiratory Therapist,Healthcare,20,125,1063,0.117591722,High School Diploma,35000,1969,20%,3,16.73
Rehab Technician,Information Technology,20,116,962,0.120582121,Associate Degree,45000,1586,20%,2,16.27
Respiratory Care Practitioner,Information Technology,20,98,774,0.126614987,High School Diploma,35000,1618,20%,3,15.41
Respiratory Therapist,Healthcare,20,100,623,0.160513644,High School Diploma,35000,1856,20%,3,15.25
Speech Pathologist Assistant,Administrative & Office Support,20,106,709,0.149506347,Associate Degree,40500,1027,20%,0,15.53
Technologist,Information Technology,20,141,1182,0.11928934,Bachelor's Degree,60000,1871,20%,3,17.4
Travel Cna,General Business,20,141,1241,0.11361805,High School Diploma,35000,1050,20%,3,17.55
Veterinary Technician,Information Technology,20,141,1168,0.120719178,Associate Degree,45000,1519,20%,2,17.36
Control Room Operator,Manufacturing & Labor,20,5,40,0.125,Associate Degree,40500,703,20%,2,11.46
Electric Lineman,General Business,20,69,671,0.102831595,High School Diploma,35000,948,20%,3,14.39
Environmental Services Manager,General Business,20,177,1213,0.145919209,Master's Degree,120000,1061,20%,5,18.29
Facility Maintenance Manager,Information Technology,20,151,1079,0.139944393,Master's Degree,120000,1751,20%,5,17.39
Floor Technician,Information Technology,20,54,517,0.104448743,Associate Degree,45000,1690,20%,2,13.65
Groundskeeper,General Business,20,40,281,0.142348754,High School Diploma,35000,914,20%,3,12.99
Gutter,General Business,20,34,427,0.079625293,High School Diploma,35000,1003,20%,3,12.79
Health And Safety Manager,Healthcare,20,203,1303,0.155794321,Master's Degree,120000,2140,20%,5,19.08
House Painter,General Business,20,138,1136,0.121478873,High School Diploma,35000,968,20%,3,17.21
Irrigation Technician,Information Technology,20,137,922,0.148590022,Associate Degree,45000,1653,20%,2,16.72
Janitorial Supervisor,Information Technology,20,136,966,0.140786749,High School Diploma,35000,1442,20%,5,16.78
Journeyman Plumber,General Business,20,114,774,0.147286822,High School Diploma,35000,954,20%,3,15.85
Landscape Technician,Information Technology,20,139,844,0.164691943,Associate Degree,45000,1660,20%,2,16.63
Lighting Technician,Information Technology,20,209,1554,0.134491634,Associate Degree,45000,1544,20%,2,19.84
Maintenance Coordinator,General Business,20,158,1227,0.128769356,High School Diploma,35000,913,20%,5,17.9
Maintenance Electrician,General Business,20,141,1144,0.123251748,High School Diploma,35000,1051,20%,3,17.3
Maintenance Mechanic,General Business,20,143,1185,0.120675105,High School Diploma,35000,1024,20%,3,17.45
Maintenance Supervisor,General Business,20,147,1216,0.120888158,High School Diploma,35000,937,20%,5,17.62
Marine Technician,Information Technology,20,166,1325,0.125283019,Associate Degree,45000,1770,20%,2,18.32
Mechanical Assembler,Manufacturing & Labor,20,128,1127,0.113575865,High School Diploma,35000,745,20%,3,16.96
Mechanical Technician,Information Technology,20,157,1216,0.129111842,Associate Degree,45000,1543,20%,2,17.85
Office Technician,Information Technology,20,201,1413,0.142250531,Associate Degree,45000,1812,20%,2,19.31
Operations Technician,Information Technology,20,210,1433,0.146545708,Associate Degree,45000,1616,20%,2,19.55
Optical Technician,Information Technology,20,194,1415,0.137102473,Associate Degree,45000,1793,20%,2,19.16
Parts Manager,General Business,20,167,999,0.167167167,Master's Degree,120000,1023,20%,5,17.61
Pc Technician,Information Technology,20,203,1429,0.142057383,Associate Degree,45000,1780,20%,2,19.39
Pipeline Operator,Manufacturing & Labor,20,127,1379,0.092095722,Associate Degree,40500,744,20%,2,17.62
Plant Technician,Information Technology,20,133,1095,0.121461187,Associate Degree,45000,1785,20%,2,17
Pool Manager,General Business,20,129,1087,0.118675253,Master's Degree,120000,1142,20%,5,16.88
Pool Technician,Information Technology,20,110,898,0.122494432,Associate Degree,45000,1676,20%,2,15.98
Property Caretaker,General Business,20,126,1041,0.121037464,High School Diploma,35000,1099,20%,3,16.7
Pumper,General Business,20,104,1136,0.091549296,High School Diploma,35000,1018,20%,3,16.43
Refrigeration Mechanic,General Business,20,111,1207,0.091963546,High School Diploma,35000,974,20%,3,16.78
Repair Technician,Information Technology,20,125,1244,0.100482315,Associate Degree,45000,1785,20%,2,17.2
Residential Electrician,General Business,20,77,927,0.083063646,High School Diploma,35000,976,20%,3,15.21
Roughneck,General Business,20,57,742,0.076819407,High School Diploma,35000,1074,20%,3,14.21
Sheet Metal Mechanic,General Business,20,79,933,0.084673098,High School Diploma,35000,972,20%,3,15.28
Ship Fitter,Information Technology,20,69,876,0.078767123,High School Diploma,35000,1446,20%,3,14.87
Slot Technician,Information Technology,20,70,900,0.077777778,Associate Degree,45000,1584,20%,2,14.96
Stage Technician,Information Technology,20,103,1064,0.096804511,Associate Degree,45000,1521,20%,2,16.21
Structural Welder,General Business,20,67,879,0.076222981,High School Diploma,35000,900,20%,3,14.83
Substation Electrician,General Business,20,69,819,0.084249084,High School Diploma,35000,974,20%,3,14.73
Tig Welder,General Business,20,126,1171,0.107600342,High School Diploma,35000,1030,20%,3,17.03
